ano_lançamento;titulo_obra;genero;pais_produtor_obra;nacionalidade_obra;data_lançamento;distribuidora;salas_lançamento;maximo_salas_ocupadas;publico_acumulado;renda_acumulada
2015;Sexo, amor e terapia;Ficção;França;Estrangeiros;20/08/2015;Alphaville Filmes;26;26;15982;213333.11
2015;Backstreet Boys: Show 'em What You're Made of;Documentário;Inglaterra;Estrangeiros;18/04/2015;UCI;26;26;2713;69529
2016;Belos Sonhos;Ficção;França, Itália;Estrangeiros;22/12/2016;Alphaville Filmes;26;26;13843;180391.79
2017;A criada (2017);Ficção;Coréia do Sul;Estrangeiros;12/01/2017;Alphaville Filmes;26;26;39623;564921.02
2017;Vazante;Ficção;Portugal, Brasil;Brasileiros;09/11/2017;Europa;26;26;9420;138477.67
2017;Mulher do Pai;Ficção;Brasil, Uruguai;Brasileiros;22/06/2017;Vitrine Filmes;26;26;6660;80240.87
2017;As Aventuras do Pequeno Colombo;Animação;Brasil;Brasileiros;06/07/2017;Downtown/Paris;26;26;2380;33137.07
2009;Fiel - O Filme;Documentário;Brasil;Brasileiros;10/04/2009;G7 Cinema;25;25;53929;469204.82
2009;O Solista;Ficção;Estados Unidos;Estrangeiros;06/11/2009;Universal;25;25;51359;457004
2009;Confissões de uma Garota de Programa;Ficção;Estados Unidos;Estrangeiros;14/08/2009;Paris;25;25;15855;129156.28
2010;A última música;Ficção;Estados Unidos;Estrangeiros;11/06/2010;Sony;25;25;22924;194935.75
2011;Como arrasar um coração;Ficção;Mônaco, França;Estrangeiros;06/05/2011;Imovision;25;25;49085;519508.21
2011;Late Bloomers – O amor não tem fim;Ficção;Bélgica, França, Reino Unido;Estrangeiros;11/11/2011;Serendip;25;25;45969;495114.7
2011;Lope;Ficção;Brasil;Brasileiros;04/03/2011;Warner;25;25;32790;337065
2011;Os 3;Ficção;Brasil;Brasileiros;11/11/2011;Warner;25;25;22681;207465
2011;Um gato em Paris;Animação;França;Estrangeiros;21/10/2011;Bonfilm;25;25;8625;85925.33
2012;Flor da Neve e o Leque Secreto;Ficção;China, Estados Unidos;Estrangeiros;20/04/2012;Paris;25;25;19002;210564.22
2013;O Verão da Minha Vida;Ficção;Estados Unidos;Estrangeiros;25/10/2013;Diamond Films do Brasil;25;25;7563;111415.24
2014;Até o Fim;Ficção;Estados Unidos;Estrangeiros;07/03/2014;Paris;25;25;28839;409413.16
2014;As Duas Faces de Janeiro;Ficção;Estados Unidos, França, Reino Unido;Estrangeiros;18/12/2014;Imagem;25;25;24407;318157.87
2014;Até que a Sbórnia nos Separe;Animação;Brasil;Brasileiros;30/10/2014;Lotado Filmes;25;25;14406;179282.18
2014;Versos de um Crime;Ficção;Estados Unidos;Estrangeiros;12/06/2014;Paris;25;25;7799;113459.5
2014;Quando Eu Era Vivo;Ficção;Brasil;Brasileiros;31/01/2014;Vitrine Filmes;25;25;7731;86851.32
2016;O homem que viu o infinito;Ficção;Reino Unido;Estrangeiros;22/09/2016;Diamond Films do Brasil;25;25;23479;402239.88
2017;Faces de uma Mulher;Ficção;França;Estrangeiros;25/05/2017;Alphaville Filmes;25;25;7914;108592.89
2017;Rifle;Ficção;Brasil;Brasileiros;03/08/2017;Vitrine Filmes;25;25;2031;14593.37
2009;Simonal - Ninguém Sabe o Duro que Dei;Documentário;Brasil;Brasileiros;15/05/2009;Moviemobz/RioFilme;24;24;71056;689003.21
2010;Onde Vivem os Monstros;Ficção;Estados Unidos;Estrangeiros;15/01/2010;Warner;24;24;85785;820881
2010;Carros usados, vendedores pirados;Ficção;Estados Unidos;Estrangeiros;28/05/2010;Europa;24;24;7801;78918.66
2012;Histeria;Ficção;Reino Unido;Estrangeiros;09/11/2012;Imagem;24;24;18734;212759.9
2012;Virando Bicho;Documentário;Brasil;Brasileiros;09/11/2012;Fraiha Produções;24;24;980;10098.24
2013;Trem Noturno para Lisboa;Ficção;Alemanha, Portugal, Suíça;Estrangeiros;29/11/2013;Europa;24;24;72783;874185.93
2013;A Aventura de Kon Tiki;Ficção;Dinamarca, Alemanha, Noruega, Reino Unido;Estrangeiros;09/08/2013;H2O Films;24;24;10653;135659.28
2013;O Carteiro;Ficção;Brasil;Brasileiros;12/04/2013;TGD Filmes;24;24;4326;40853.73
2014;O Melhor Lance;Ficção;Itália;Estrangeiros;17/07/2014;Paris;24;24;40380;620034.01
2014;Ilegal;Documentário;Brasil;Brasileiros;09/10/2014;Espaço Filmes;24;24;5659;73888.54
2014;Os Amigos;Ficção;Brasil;Brasileiros;27/11/2014;Imovision;24;24;5513;69936.81
2015;Mia madre;Ficção;Itália;Estrangeiros;17/12/2015;Califórnia;24;24;17632;249729.94
2015;Sem Filhos;Ficção;Argentina, Espanha;Estrangeiros;29/10/2015;Paris;24;24;12185;173753.23
2015;Cidade de Deus - 10 Anos Depois;Documentário;Brasil;Brasileiros;05/11/2015;Livres Distribuidora;24;24;3633;31770.34
2016;O Vale do Amor;Ficção;Bélgica, França;Estrangeiros;22/09/2016;Imovision;24;24;14082;204936.43
2017;Manchester à beira-mar;Ficção;Estados Unidos;Estrangeiros;19/01/2017;Sony;24;24;105869;1868288.5
2017;Monsieur & Madame Adelman;Ficção;França;Estrangeiros;20/07/2017;Imovision;24;24;94923;1562944.24
2017;Amor, Paris, cinema;Ficção;França;Estrangeiros;28/09/2017;Fênix Filmes;24;24;14838;203972.98
2017;Bye bye Alemanha;Ficção;Alemanha, Bélgica, Luxemburgo;Estrangeiros;24/08/2017;Alphaville Filmes;24;24;14426;204448.46
2017;Cães Selvagens;Ficção;Estados Unidos;Estrangeiros;06/04/2017;Imagem;24;24;7812;133369.15
2017;Thelma;Ficção;Dinamarca, França, Noruega, Suécia;Estrangeiros;30/11/2017;Alphaville Filmes;24;24;6256;89717.39
2017;Uma verdade mais inconveniente;Documentário;Estados Unidos;Estrangeiros;09/11/2017;Paramount;24;24;2844;59229
2017;Muito Romântico;Ficção;Brasil;Brasileiros;25/05/2017;Vitrine Filmes;24;24;1327;8875.72
2010;A Fita Branca;Ficção;Alemanha;Estrangeiros;12/02/2010;Imovision;23;23;88533;798855.32
2011;Potiche: Esposa troféu;Ficção;França;Estrangeiros;23/06/2011;Imovision;23;23;108689;1170776.15
2011;O mistério da rua 7;Ficção;Estados Unidos;Estrangeiros;11/03/2011;Playarte;23;23;30209;290793.27
2012;A Dançarina e o Ladrão;Ficção;Espanha;Estrangeiros;30/03/2012;Paris;23;23;69708;809246.27
2012;Cosmópolis;Ficção;Canadá;Estrangeiros;07/09/2012;Imagem;23;23;46067;542649.18
2013;Tese sobre um homicídio;Ficção;Argentina, Espanha;Estrangeiros;26/07/2013;Califórnia;23;23;81222;1049391.26
2013;Obsessão;Ficção;Estados Unidos;Estrangeiros;04/10/2013;Europa;23;23;24847;302448.45
2013;2 dias em Nova York;Ficção;Alemanha, Bélgica, França;Estrangeiros;26/04/2013;Califórnia;23;23;23262;342107.58
2013;O lugar onde tudo termina;Ficção;Estados Unidos;Estrangeiros;21/06/2013;Paris;23;23;22354;301148.93
2013;O dobro ou nada;Ficção;Estados Unidos, Reino Unido;Estrangeiros;22/02/2013;Paris;23;23;14484;156048.69
2013;Ginger & Rosa;Ficção;Reino Unido;Estrangeiros;19/04/2013;Paris;23;23;8021;106631.65
2014;Sétimo;Ficção;Argentina, Espanha;Estrangeiros;27/11/2014;Fox;23;23;59774;840034
2015;Raínha e País;Ficção;França, Irlanda, Reino Unido, Romênia;Estrangeiros;25/06/2015;Paris;23;23;10559;139572.82
2016;O Começo da Vida;Documentário;Brasil;Brasileiros;05/05/2016;Maria Farinha Filmes;23;23;35194;234170.91
2016;Lolo - O Filho da Minha Namorada;Ficção;França;Estrangeiros;25/08/2016;Alphaville Filmes;23;23;17464;245700.85
2016;O Décimo Homem;Ficção;Argentina;Estrangeiros;05/05/2016;Paris;23;23;13983;223839.26
2016;Casamento de Verdade;Ficção;Estados Unidos;Estrangeiros;09/06/2016;Alpha Filmes;23;23;7002;104132.26
2017;O Apartamento;Ficção;França, Irã;Estrangeiros;05/01/2017;Pandora;23;23;45736;623246.18
2017;Axé - Canto do Povo de Um Lugar;Documentário;Brasil;Brasileiros;19/01/2017;Zahir Company;23;23;32053;451907.65
2017;Fala comigo;Ficção;Brasil;Brasileiros;13/07/2017;Vitrine Filmes;23;23;8943;124883.04
2017;Em Busca de Vingança;Ficção;Estados Unidos, Reino Unido;Estrangeiros;02/11/2017;H2O Films;23;23;8740;134350.86
2017;La Vingança;Ficção;Argentina, Brasil;Brasileiros;16/03/2017;Downtown/Paris;23;23;5219;83403.52
2009;O Guerreiro Genghis Khan;Ficção;Alemanha, Cazaquistão, Rússia;Estrangeiros;24/07/2009;Europa;22;22;29527;256069.73
2009;Hotel Atlântico;Ficção;Brasil;Brasileiros;13/11/2009;Espaço Filmes;22;22;6516;45119.5
2010;Uma noite em 67;Documentário;Brasil;Brasileiros;30/07/2010;Videofilmes;22;22;82258;760684.91
2010;Como esquecer;Ficção;Brasil;Brasileiros;15/10/2010;Europa;22;22;42539;339996.14
2014;O Passado;Ficção;França;Estrangeiros;08/05/2014;Califórnia;22;22;19815;280927.6
2014;Olho Nu;Documentário;Brasil;Brasileiros;15/05/2014;Vitrine Filmes;22;22;9376;103715.83
2014;Ventos de Agosto;Ficção;Brasil;Brasileiros;13/11/2014;Vitrine Filmes;22;22;8109;90138.42
2015;Whiplash - Em busca da perfeição;Ficção;Estados Unidos;Estrangeiros;08/01/2015;Sony;22;22;119028;1800194.54
2015;Sentimentos que Curam;Ficção;Estados Unidos;Estrangeiros;16/07/2015;Imagem;22;22;19868;318538.51
2015;Neruda;Ficção;Chile;Estrangeiros;09/07/2015;Espaço Filmes;22;22;17592;247079.74
2015;Um Momento Pode Mudar Tudo;Ficção;Estados Unidos;Estrangeiros;02/04/2015;H2O Films;22;22;11619;158079.61
2015;Marcas da Água;Documentário;Canadá;Estrangeiros;26/03/2015;Espaço Filmes;22;22;4297;61050.96
2016;Francofonia - Louvre sob Ocupação;Documentário;Alemanha, França, Holanda;Estrangeiros;18/08/2016;Imovision;22;22;27789;440559.36
2016;Ninguém deseja a noite;Ficção;Espanha;Estrangeiros;01/12/2016;Alphaville Filmes;22;22;11765;165481.88
2016;Hestórias da Psicanálise - Leitores de Freud;Documentário;Brasil;Brasileiros;15/09/2016;Espaço Filmes;22;22;10716;161799.88
2016;Tudo vai ficar bem;Ficção;Alemanha, Canadá, França, Noruega, Suécia;Estrangeiros;10/03/2016;Alphaville Filmes;22;22;10373;163474.19
2016;A Luneta do Tempo;Ficção;Brasil;Brasileiros;24/03/2016;Fênix Filmes;22;22;7370;80134
2016;Através da Sombra;Ficção;Brasil;Brasileiros;10/11/2016;Europa;22;22;6655;97221.51
2017;Uma mulher fantástica;Ficção;Alemanha, Chile, Espanha, Estados Unidos;Estrangeiros;07/09/2017;Imovision;22;22;27117;397373.39
2017;Os Belos Dias de Aranjuez;Ficção;Alemanha, França;Estrangeiros;30/03/2017;Imovision;22;22;16954;279188.27
2017;Una;Ficção;Canadá, Estados Unidos, Reino Unido;Estrangeiros;13/04/2017;Alphaville Filmes;22;22;10492;159850.07
2017;Columbus;Ficção;Estados Unidos;Estrangeiros;14/09/2017;Supo Mungam Films;22;22;8509;129189.63
2017;Vermelho Russo;Ficção;Brasil;Brasileiros;27/04/2017;Vitrine Filmes;22;22;7992;122476.29
2017;A vilã;Ficção;Coréia do Sul;Estrangeiros;23/11/2017;Paris;22;22;4626;81478.28
2017;Animal Político;Ficção;Brasil;Brasileiros;08/06/2017;Vitrine Filmes;22;22;4333;29277.53
2017;Colossal;Ficção;Canadá, Espanha;Estrangeiros;15/06/2017;Paris;22;22;4016;74975.33
2017;Human flow - Não existe lar se não há para onde ir;Documentário;Alemanha;Estrangeiros;16/11/2017;Paris;22;22;3841;63353.05
2017;David Lynch: A Vida de Um Artista;Documentário;Dinamarca, Estados Unidos;Estrangeiros;31/08/2017;Fênix Filmes;22;22;3510;50817.53
2011;Forças especiais;Ficção;França;Estrangeiros;09/12/2011;Playarte;21;21;15106;141546.19
2011;Bebês;Documentário;França;Estrangeiros;15/04/2011;Europa;21;21;11326;128159.2
2011;Marcha da Vida;Documentário;Brasil;Brasileiros;29/04/2011;Europa;21;21;4089;37245.51
2012;A Música segundo Tom Jobim;Documentário;Brasil;Brasileiros;20/01/2012;Sony;21;21;74901;863590.25
2012;Elefante Branco;Ficção;Argentina, Espanha, França;Estrangeiros;02/11/2012;Paris;21;21;51600;598568.97
2012;A Filha do Pai;Ficção;França;Estrangeiros;21/12/2012;Vinny filmes;21;21;18237;180336.79
2012;Brichos II - A floresta é nossa;Animação;Brasil;Brasileiros;21/12/2012;Signopus;21;21;16593;134098.41
2012;A Novela das Oito;Ficção;Brasil;Brasileiros;30/03/2012;Universal;21;21;5147;50074
2012;Fanaa;Ficção;Índia;Estrangeiros;24/08/2012;Bollywood Filmes;21;21;1355;12518.21
2013;Ferrugem e Osso;Ficção;Bélgica, França;Estrangeiros;03/05/2013;Sony;21;21;22409;287766.84
2014;Refém da Paixão;Ficção;Estados Unidos;Estrangeiros;13/03/2014;Paramount;21;21;20160;391898
2015;Gemma Bovery - A Vida Imita a Arte;Ficção;França;Estrangeiros;06/08/2015;Alphaville Filmes;21;21;22757;283422.12
2015;O Amor é Estranho;Ficção;Estados Unidos;Estrangeiros;12/03/2015;Alpha Filmes;21;21;19431;232695.18
2015;Malala;Documentário;Emirados Árabes Unidos, Estados Unidos;Estrangeiros;19/11/2015;Fox;21;21;15022;221621.47
2015;Música, Amigos e Festa;Ficção;Estados Unidos, França, Reino Unido;Estrangeiros;15/10/2015;Diamond Films do Brasil;21;21;2350;32443.35
2015;Ballet Bolshoi: Ivan, O Terrível;Vídeomusical;Rússia;Estrangeiros;06/06/2015;UCI;21;21;850;23935
2016;Big Jato;Ficção;Brasil;Brasileiros;16/06/2016;ArtHouse;21;21;11528;149805.59
2016;As Confissões;Ficção;França, Itália;Estrangeiros;17/11/2016;Alphaville Filmes;21;21;8267;103588.18
2016;O Outro Lado do Paraíso;Ficção;Brasil;Brasileiros;02/06/2016;Europa;21;21;7331;94102.19
2016;Lua em Sagitário;Ficção;Argentina, Brasil;Brasileiros;15/09/2016;Elo Company;21;21;3223;35577.36
2017;A Filha;Ficção;Austrália;Estrangeiros;04/05/2017;Supo Mungam Films;21;21;6793;93010.88
2017;Apenas um garoto em Nova York;Ficção;Estados Unidos;Estrangeiros;07/12/2017;H2O Films;21;21;3617;70247.82
2009;Simplesmente Feliz;Ficção;Inglaterra;Estrangeiros;27/03/2009;Imagem;20;20;59647;525441.53
2009;Bela Noite para Voar;Ficção;Brasil;Brasileiros;13/03/2009;Universal;20;20;30983;165133
2010;José e Pilar;Documentário;Brasil;Brasileiros;05/11/2010;Espaço Filmes;20;20;39628;350700.61
2010;Vidas que se cruzam;Ficção;Estados Unidos;Estrangeiros;16/04/2010;Paris;20;20;20230;180524.48
2010;Olhos azuis;Ficção;Brasil;Brasileiros;28/05/2010;Imagem;20;20;15499;133821.87
2010;Uma Mãe em Apuros;Ficção;Estados Unidos;Estrangeiros;15/01/2010;Paris;20;20;14013;137910.99
2011;Os nomes do amor;Ficção;França;Estrangeiros;02/12/2011;Vinny filmes;20;20;28720;293328.29
2011;Redenção;Ficção;Estados Unidos;Estrangeiros;16/12/2011;Imagem;20;20;10209;117448.5
2012;As Idades do Amor;Ficção;Itália;Estrangeiros;27/04/2012;Califórnia;20;20;102187;1122715.36
2012;Além da Liberdade;Ficção;França, Reino Unido;Estrangeiros;27/07/2012;Paris;20;20;15999;179733.52
2013;Paris-Manhattan;Ficção;França;Estrangeiros;04/01/2013;Vinny filmes;20;20;59498;647290.56
2013;Segredos de sangue;Ficção;Estados Unidos;Estrangeiros;14/06/2013;Fox;20;20;12547;143922
2013;A coleção invisível;Ficção;Brasil;Brasileiros;06/09/2013;Pandora;20;20;8595;68288.87
2013;Zarafa;Animação;França;Estrangeiros;26/07/2013;Imovision;20;20;5726;55966.77
2014;Nebraska;Ficção;Estados Unidos;Estrangeiros;14/02/2014;Sony;20;20;29273;425323.18
2014;O Enigma Chinês;Ficção;França;Estrangeiros;19/06/2014;Paris;20;20;27726;425556.4
2014;Sem Evidências;Ficção;Estados Unidos;Estrangeiros;24/07/2014;Paris;20;20;18015;298682.74
2014;O Mensageiro (2014);Ficção;Estados Unidos;Estrangeiros;11/12/2014;Imagem;20;20;8997;162772.34
2014;Fruitvale Station - A Última Parada;Ficção;Estados Unidos;Estrangeiros;31/01/2014;Paris;20;20;7456;105533.37
2014;Queen Rock Montreal;Vídeomusical;Canadá;Estrangeiros;24/11/2014;UCI;20;20;278;6474
2015;3 Corações;Ficção;França;Estrangeiros;30/04/2015;Alphaville Filmes;20;20;23779;335431.33
2016;Depois da Tempestade;Ficção;Japão;Estrangeiros;17/11/2016;Imovision;20;20;14387;221963.27
2016;Mais Forte que Bombas;Ficção;Dinamarca, França, Noruega;Estrangeiros;07/04/2016;Vitrine Filmes;20;20;8940;122458.11
2017;Churchill;Ficção;Reino Unido;Estrangeiros;05/10/2017;Califórnia;20;20;35662;698108.91
2017;Lady Macbeth;Ficção;Inglaterra;Estrangeiros;17/08/2017;Califórnia;20;20;28641;471557.61
2017;O jantar;Ficção;Estados Unidos;Estrangeiros;07/09/2017;Califórnia;20;20;19801;356609.48
2017;Kiki: Os Segredos do Desejo;Ficção;Espanha;Estrangeiros;15/06/2017;Imovision;20;20;17950;287705.11
2017;Tal mãe, tal filha;Ficção;França;Estrangeiros;20/07/2017;Califórnia;20;20;12938;200138.3
2017;A trama;Ficção;França;Estrangeiros;16/11/2017;Esfera Produções;20;20;4299;62423.16
2009;Coco antes de Chanel;Ficção;França;Estrangeiros;30/10/2009;Warner;19;19;162089;1687131
2010;Destinos ligados;Ficção;Espanha, Estados Unidos;Estrangeiros;13/08/2010;Playarte;19;19;24051;251639.41
2010;Cabeça a prêmio;Ficção;Brasil;Brasileiros;20/08/2010;Europa;19;19;11619;93766.12
2010;Utopia e barbárie;Documentário;Brasil;Brasileiros;23/04/2010;Caliban;19;19;9626;75475.23
2010;Lissi e o reino dos birutas;Animação;Alemanha;Estrangeiros;23/04/2010;Serendip;19;19;7334;55444.33
2010;Ao sul da fronteira;Documentário;Estados Unidos;Estrangeiros;04/06/2010;Europa;19;19;5781;45023.33
2013;Azul é a Cor Mais Quente;Ficção;Bélgica, Espanha, França;Estrangeiros;06/12/2013;Imovision;19;19;119275;1457287.31
2013;Tatuagem;Ficção;Brasil;Brasileiros;15/11/2013;Imovision;19;19;46618;448762.43
2013;Os Belos Dias;Ficção;França;Estrangeiros;11/10/2013;Imovision;19;19;41762;502379.98
2013;Killer Joe - Matador de aluguel;Ficção;Estados Unidos;Estrangeiros;08/03/2013;Califórnia;19;19;13212;147498.3
2014;O Segredo dos Diamantes;Ficção;Brasil;Brasileiros;18/12/2014;Espaço Filmes;19;19;8308;95432.86
2014;Oldboy – Dias de Vingança;Ficção;Estados Unidos;Estrangeiros;05/06/2014;Paris;19;19;5237;73934.37
2015;Uma Nova Amiga;Ficção;França;Estrangeiros;16/07/2015;Imovision;19;19;33023;491255.94
2015;Um Pouco de Caos;Ficção;Reino Unido;Estrangeiros;02/07/2015;Imagem;19;19;14827;236248.61
2015;Miss Julie;Ficção;Canadá, Estados Unidos, França, Irlanda, Noruega, Reino Unido;Estrangeiros;21/05/2015;Imovision;19;19;13500;186900.46
2015;Três Lembranças da Minha Juventude;Ficção;França;Estrangeiros;26/11/2015;Alphaville Filmes;19;19;6027;77822.42
2015;Entourage - Fama e amizade;Ficção;Estados Unidos;Estrangeiros;20/08/2015;Warner;19;19;5103;113667
2015;Andre Rieu;Vídeomusical;Inglaterra;Estrangeiros;01/11/2015;Cinemark Brasil;19;19;3108;103979
2015;O Amuleto;Ficção;Brasil;Brasileiros;28/05/2015;Downtown/Paris;19;19;2722;30432.99
2016;A Juventude;Ficção;França, Itália, Reino Unido, Suíça;Estrangeiros;31/03/2016;Fênix Filmes;19;19;60792;941355.56
2016;A Intrometida;Ficção;Estados Unidos;Estrangeiros;04/08/2016;Universal;19;19;24682;424774.69
2016;Amnésia;Ficção;França, Suíça;Estrangeiros;27/10/2016;Imovision;19;19;9817;142915.76
2016;Amores Urbanos;Ficção;Brasil;Brasileiros;19/05/2016;Europa;19;19;7570;123232.92
2016;Cinema Novo;Documentário;Brasil;Brasileiros;03/11/2016;Vitrine Filmes;19;19;6958;90543.39
2016;A Bruta Flor do Querer;Ficção;Brasil;Brasileiros;07/04/2016;O2 Play;19;19;2929;34047.56
2017;Frantz;Ficção;Alemanha, França;Estrangeiros;22/06/2017;Califórnia;19;19;20340;287422.51
2017;O Outro Lado da Esperança;Ficção;Alemanha, Finlândia;Estrangeiros;09/11/2017;Imovision;19;19;15170;240372.21
2017;Verão 1993;Ficção;Espanha;Estrangeiros;07/12/2017;Supo Mungam Films;19;19;8831;131380.66
2017;Afterimage;Ficção;Polônia;Estrangeiros;17/08/2017;Imovision;19;19;8687;138271.3
2017;Um filme de cinema;Documentário;Brasil;Brasileiros;24/08/2017;ArtHouse;19;19;4132;42087.63
2017;Por Trás do Céu;Ficção;Brasil;Brasileiros;06/04/2017;Pandora;19;19;1471;18569.03
2009;Loki - Arnaldo Baptista;Documentário;Brasil;Brasileiros;19/06/2009;Canal Brasil;18;18;15588;141466.68
2009;A Teta Assustada;Ficção;Peru, Espanha;Estrangeiros;21/08/2009;Paris;18;18;10180;78567.1
2010;Coco Chanel & Igor Stravinsky;Ficção;França;Estrangeiros;20/08/2010;Imovision;18;18;55994;547035.82
2010;O garoto de Liverpool;Ficção;Canadá, Reino Unido;Estrangeiros;04/12/2010;Imagem;18;18;38549;382831.18
2010;Mary e Max - uma amizade diferente;Animação;Austrália;Estrangeiros;16/04/2010;Playarte;18;18;32313;291803.76
2010;O Mensageiro (2010);Ficção;Estados Unidos;Estrangeiros;19/02/2010;Paris;18;18;19089;182925.65
2010;Maré de azar;Ficção;Estados Unidos;Estrangeiros;14/05/2010;Paris;18;18;7188;63085.53
2011;O garoto da bicicleta;Ficção;Bélgica, França, Itália;Estrangeiros;18/11/2011;Imovision;18;18;106330;1132997.55
2011;Filhos de João, Admirável Mundo Novo Baiano;Documentário;Brasil;Brasileiros;22/07/2011;Pipa;18;18;20559;155523.08
2012;E Se Vivêssemos Todos Juntos?;Ficção;Alemanha, França;Estrangeiros;12/10/2012;Imovision;18;18;119381;1368129.59
2012;E agora, aonde vamos?;Ficção;França, Líbano;Estrangeiros;15/11/2012;Vinny filmes;18;18;32963;364046.23
2012;Vou Rifar meu Coração;Documentário;Brasil;Brasileiros;03/08/2012;Vitrine Filmes;18;18;11081;92521.82
2013;O capital;Ficção;França;Estrangeiros;04/10/2013;Paris;18;18;27869;350622.17
2013;Um Toque de Pecado;Ficção;China;Estrangeiros;13/12/2013;Paris;18;18;7525;85899.63
2014;Mommy;Ficção;Canadá;Estrangeiros;11/12/2014;Alphaville Filmes;18;18;21245;264067.5
2014;Marina;Ficção;Bélgica;Estrangeiros;17/04/2014;Espaço Filmes;18;18;12796;174743.24
2014;Uma Promessa;Ficção;Bélgica, França;Estrangeiros;20/11/2014;Alphaville Filmes;18;18;12136;160840.37
2014;Brincante;Documentário;Brasil;Brasileiros;04/12/2014;Espaço Filmes;18;18;7222;94837.54
2014;Ballet Bolshoi: A Filha Do Faraó;Vídeomusical;Rússia;Estrangeiros;18/10/2014;UCI;18;18;955;25785
2014;Ballet Bolshoi: La Bayadère;Vídeomusical;Rússia;Estrangeiros;08/11/2014;UCI;18;18;875;24735
2014;Ballet Bolshoi: A Lenda Do Amor;Vídeomusical;Rússia;Estrangeiros;13/12/2014;UCI;18;18;798;21873
