left;top;botton;rigth
710;295;325;395
715;295;320;395
720;295;315;395
725;295;310;395
715;290;305;395
705;280;305;395
695;270;305;395
690;265;305;395
685;260;305;395
680;255;305;395
675;250;305;395
670;245;305;395
660;235;305;395
650;225;305;395
640;215;305;395
635;210;305;395
630;205;305;395
625;200;305;395
620;195;305;395
615;190;305;395
610;185;305;395
605;180;305;395
595;170;305;395
585;160;305;395
575;150;305;395
570;145;305;395
565;140;305;395
560;135;305;395
555;130;305;395
550;125;305;395
540;115;305;395
530;105;305;395
520;95;305;395
510;85;305;395
505;80;305;395
500;75;305;395
495;70;305;395
490;65;305;395
485;60;305;395
475;50;305;395
465;40;305;395
455;30;305;395
450;25;305;395
445;20;305;395
440;15;305;395
435;10;305;395
430;5;305;395
420;0;305;395
410;10;305;395
405;30;305;390
405;35;305;385
405;40;305;380
405;45;305;375
405;50;305;370
405;55;305;365
405;65;305;355
405;75;305;345
405;85;305;335
405;90;305;330
405;95;305;325
405;100;305;320
405;105;305;315
405;110;305;310
405;115;305;305
405;120;305;300
405;130;305;290
405;140;305;280
405;150;305;270
405;155;305;265
405;160;305;260
405;165;305;255
405;170;305;250
405;175;305;245
405;185;305;235
405;195;305;225
405;205;305;215
405;215;305;205
405;220;305;200
405;225;305;195
405;230;305;190
405;235;305;185
405;240;305;180
405;250;305;170
405;260;305;160
405;270;305;150
405;275;305;145
405;280;305;140
405;285;305;135
405;290;305;130
405;295;315;105
405;295;325;95
405;295;335;85
405;295;340;80
405;295;345;75
405;295;350;70
405;295;355;65
405;295;360;60
405;295;370;50
405;295;380;40
405;295;390;30
405;295;395;25
405;295;400;20
405;295;405;15
405;295;410;10
405;295;415;5
405;295;420;0
405;295;425;5
405;295;435;15
405;295;445;25
405;295;450;160
405;295;445;165
405;295;440;170
405;295;435;175
405;295;430;180
405;295;420;190
405;295;410;200
405;295;400;210
405;295;390;220
405;295;385;225
405;295;380;230
405;295;375;235
405;295;370;240
405;295;365;245
405;295;355;255
405;295;345;265
405;295;335;275
405;295;330;280
405;295;325;285
405;295;320;290
405;295;315;295
405;295;310;300
405;290;305;320
405;280;305;330
405;270;305;340
405;265;305;345
405;260;305;350
405;255;305;355
405;250;305;360
405;245;305;365
405;235;305;375
405;225;305;385
410;200;305;395
415;195;305;395
420;190;305;395
425;185;305;395
430;180;305;395
440;170;305;395
450;160;305;395
460;150;305;395
465;145;305;395
470;140;305;395
475;135;305;395
480;130;305;395
485;125;305;395
495;115;305;395
505;105;305;395
515;95;305;395
525;85;305;395
530;80;305;395
535;75;305;395
540;70;305;395
545;65;305;395
550;60;305;395
560;50;305;395
570;40;305;395
580;30;305;395
585;25;305;395
590;20;305;395
595;15;305;395
600;10;305;395
605;5;305;395
615;0;305;395
625;10;305;395
635;20;305;395
645;30;305;395
650;35;305;395
655;40;305;395
660;45;305;395
665;50;305;395
670;55;305;395
680;65;305;395
690;75;305;395
700;85;305;395
705;90;305;395
710;95;305;395
715;100;305;395
720;105;305;395
725;110;305;395
730;115;305;395
725;120;305;395
715;130;305;395
705;140;305;395
695;150;305;395
690;155;305;395
685;160;305;395
680;165;305;395
675;170;305;395
670;175;305;395
660;185;305;395
650;195;305;395
640;205;305;395
630;215;305;395
625;220;305;395
620;225;305;395
615;230;305;395
610;235;305;395
605;240;305;395
595;250;305;395
585;260;305;395
575;270;305;395
570;275;305;395
565;280;305;395
560;285;305;395
555;290;305;395
530;295;315;395
520;295;325;395
510;295;335;395
505;295;340;395
500;295;345;395
495;295;350;395
490;295;355;395
485;295;360;395
475;295;370;395
465;295;380;395
455;295;390;395
450;295;395;395
445;295;400;395
440;295;405;395
435;295;410;395
430;295;415;395
420;295;425;395
410;295;435;395
405;295;450;265
405;295;445;260
405;295;440;255
405;295;435;250
405;295;430;245
405;295;420;235
405;295;410;225
405;295;400;215
405;295;390;205
405;295;385;200
405;295;380;195
405;295;375;190
405;295;370;185
405;295;365;180
405;295;355;170
405;295;345;160
405;295;335;150
405;295;330;145
405;295;325;140
405;295;320;135
405;295;315;130
405;295;310;125
405;290;305;105
405;280;305;95
405;270;305;85
405;265;305;80
405;260;305;75
405;255;305;70
405;250;305;65
405;245;305;60
405;235;305;50
405;225;305;40
405;215;305;30
405;210;305;25
405;205;305;20
405;200;305;15
405;195;305;10
405;190;305;5
405;185;305;0
405;180;305;5
405;170;305;15
405;160;305;25
405;150;305;35
405;145;305;40
405;140;305;45
405;135;305;50
405;130;305;55
405;125;305;60
405;115;305;70
405;105;305;80
405;95;305;90
405;85;305;100
405;80;305;105
405;75;305;110
405;70;305;115
405;65;305;120
405;60;305;125
405;50;305;135
405;40;305;145
405;30;305;155
405;25;305;160
405;20;305;165
405;15;305;170
405;10;305;175
405;5;305;180
405;0;305;190
405;10;305;200
405;20;305;210
405;30;305;220
405;35;305;225
405;40;305;230
405;45;305;235
405;50;305;240
405;55;305;245
405;65;305;255
405;75;305;265
405;85;305;275
405;90;305;280
405;95;305;285
405;100;305;290
405;105;305;295
405;110;305;300
405;120;305;310
405;130;305;320
405;140;305;330
405;150;305;340
405;155;305;345
405;160;305;350
405;165;305;355
405;170;305;360
405;175;305;365
405;185;305;375
405;195;305;385
410;220;305;395
415;225;305;395
420;230;305;395
425;235;305;395
430;240;305;395
440;250;305;395
450;260;305;395
460;270;305;395
465;275;305;395
470;280;305;395
475;285;305;395
480;290;305;395
505;295;315;395
515;295;325;395
525;295;335;395
530;295;340;395
535;295;345;395
540;295;350;395
545;295;355;395
550;295;360;395
560;295;370;395
570;295;380;395
580;295;390;395
585;295;395;395
590;295;400;395
595;295;405;395
600;295;410;395
605;295;415;395
615;295;425;395
625;295;435;395
635;295;445;395
690;295;450;395
685;295;445;395
680;295;440;395
675;295;435;395
670;295;430;395
660;295;420;395
650;295;410;395
640;295;400;395
630;295;390;395
625;295;385;395
620;295;380;395
615;295;375;395
610;295;370;395
605;295;365;395
595;295;355;395
585;295;345;395
575;295;335;395
570;295;330;395
565;295;325;395
560;295;320;395
555;295;315;395
550;295;310;395
530;290;305;395
520;280;305;395
510;270;305;395
505;265;305;395
500;260;305;395
495;255;305;395
490;250;305;395
485;245;305;395
475;235;305;395
465;225;305;395
455;215;305;395
450;210;305;395
445;205;305;395
440;200;305;395
435;195;305;395
430;190;305;395
420;180;305;395
410;170;305;395
405;150;305;390
405;145;305;385
405;140;305;380
405;135;305;375
405;130;305;370
405;125;305;365
405;115;305;355
405;105;305;345
405;95;305;335
405;85;305;325
405;80;305;320
405;75;305;315
405;70;305;310
405;65;305;305
405;60;305;300
405;50;305;290
405;40;305;280
405;30;305;270
405;25;305;265
405;20;305;260
405;15;305;255
405;10;305;250
405;5;305;245
405;0;305;235
405;10;305;225
405;20;305;215
405;30;305;205
405;35;305;200
405;40;305;195
405;45;305;190
405;50;305;185
405;55;305;180
405;65;305;170
405;75;305;160
405;85;305;150
405;90;305;145
405;95;305;140
405;100;305;135
405;105;305;130
405;110;305;125
405;120;305;115
405;130;305;105
405;140;305;95
405;150;305;85
405;155;305;80
405;160;305;75
405;165;305;70
405;170;305;65
405;175;305;60
405;185;305;50
405;195;305;40
405;205;305;30
405;215;305;20
405;220;305;15
405;225;305;10
405;230;305;5
405;235;305;0
405;240;305;5
405;250;305;15
405;260;305;25
405;270;305;35
405;275;305;40
405;280;305;45
405;285;305;50
405;290;305;55
405;295;315;80
405;295;325;90
405;295;335;100
405;295;340;105
405;295;345;110
405;295;350;115
405;295;355;120
405;295;360;125
405;295;370;135
405;295;380;145
405;295;390;155
405;295;395;160
405;295;400;165
405;295;405;170
405;295;410;175
405;295;415;180
405;295;425;190
405;295;435;200
405;295;445;210
405;295;450;345
405;295;445;350
405;295;440;355
405;295;435;360
405;295;430;365
405;295;420;375
405;295;410;385
410;295;385;395
415;295;380;395
420;295;375;395
425;295;370;395
430;295;365;395
440;295;355;395
450;295;345;395
460;295;335;395
465;295;330;395
470;295;325;395
475;295;320;395
480;295;315;395
485;295;310;395
505;290;305;395
515;280;305;395
525;270;305;395
530;265;305;395
535;260;305;395
540;255;305;395
545;250;305;395
550;245;305;395
560;235;305;395
570;225;305;395
580;215;305;395
585;210;305;395
590;205;305;395
595;200;305;395
600;195;305;395
605;190;305;395
615;180;305;395
625;170;305;395
635;160;305;395
645;150;305;395
650;145;305;395
655;140;305;395
660;135;305;395
665;130;305;395
670;125;305;395
680;115;305;395
690;105;305;395
700;95;305;395
710;85;305;395
715;80;305;395
720;75;305;395
725;70;305;395
730;65;305;395
725;60;305;395
715;50;305;395
705;40;305;395
695;30;305;395
690;25;305;395
685;20;305;395
680;15;305;395
675;10;305;395
670;5;305;395
660;0;305;395
650;10;305;395
640;20;305;395
630;30;305;395
625;35;305;395
620;40;305;395
615;45;305;395
610;50;305;395
605;55;305;395
595;65;305;395
585;75;305;395
575;85;305;395
570;90;305;395
565;95;305;395
560;100;305;395
555;105;305;395
550;110;305;395
540;120;305;395
530;130;305;395
520;140;305;395
510;150;305;395
505;155;305;395
500;160;305;395
495;165;305;395
490;170;305;395
485;175;305;395
475;185;305;395
465;195;305;395
455;205;305;395
445;215;305;395
440;220;305;395
435;225;305;395
430;230;305;395
420;240;305;395
410;250;305;395
405;270;305;390
405;275;305;385
405;280;305;380
405;285;305;375
405;290;305;370
405;295;315;345
405;295;325;335
405;295;335;325
405;295;340;320
405;295;345;315
405;295;350;310
405;295;355;305
405;295;360;300
405;295;370;290
405;295;380;280
405;295;390;270
405;295;395;265
405;295;400;260
405;295;405;255
405;295;410;250
405;295;415;245
405;295;425;235
405;295;435;225
405;295;445;215
405;295;450;80
405;295;445;75
405;295;440;70
405;295;435;65
405;295;430;60
405;295;420;50
405;295;410;40
405;295;400;30
405;295;390;20
405;295;385;15
405;295;380;10
405;295;375;5
405;295;370;0
405;295;365;5
405;295;355;15
405;295;345;25
405;295;335;35
405;295;330;40
405;295;325;45
405;295;320;50
405;295;315;55
405;295;310;60
405;290;305;80
405;280;305;90
405;270;305;100
405;265;305;105
405;260;305;110
405;255;305;115
405;250;305;120
405;245;305;125
405;235;305;135
405;225;305;145
405;215;305;155
405;210;305;160
405;205;305;165
405;200;305;170
405;195;305;175
405;190;305;180
405;180;305;190
405;170;305;200
405;160;305;210
405;150;305;220
405;145;305;225
405;140;305;230
405;135;305;235
405;130;305;240
405;125;305;245
405;115;305;255
405;105;305;265
405;95;305;275
405;85;305;285
405;80;305;290
405;75;305;295
405;70;305;300
405;60;305;310
405;50;305;320
405;40;305;330
405;30;305;340
405;25;305;345
405;20;305;350
405;15;305;355
405;10;305;360
405;5;305;365
405;0;305;375
405;10;305;385
410;35;305;395
415;40;305;395
420;45;305;395
425;50;305;395
430;55;305;395
440;65;305;395
450;75;305;395
460;85;305;395
465;90;305;395
470;95;305;395
475;100;305;395
480;105;305;395
485;110;305;395
495;120;305;395
505;130;305;395
515;140;305;395
525;150;305;395
530;155;305;395
535;160;305;395
540;165;305;395
545;170;305;395
550;175;305;395
560;185;305;395
570;195;305;395
580;205;305;395
590;215;305;395
595;220;305;395
600;225;305;395
605;230;305;395
615;240;305;395
625;250;305;395
635;260;305;395
645;270;305;395
650;275;305;395
655;280;305;395
660;285;305;395
665;290;305;395
690;295;315;395
700;295;325;395
710;295;335;395
715;295;340;395
720;295;345;395
725;295;350;395
730;295;355;395
725;295;360;395
715;295;370;395
705;295;380;395
695;295;390;395
690;295;395;395
685;295;400;395
680;295;405;395
675;295;410;395
670;295;415;395
660;295;425;395
650;295;435;395
640;295;445;395
505;295;450;395
500;295;445;395
495;295;440;395
490;295;435;395
485;295;430;395
475;295;420;395
465;295;410;395
455;295;400;395
445;295;390;395
440;295;385;395
435;295;380;395
430;295;375;395
420;295;365;395
410;295;355;395
405;295;335;390
405;295;330;385
405;295;325;380
405;295;320;375
405;295;315;370
405;295;310;365
405;290;305;345
405;280;305;335
405;270;305;325
405;265;305;320
405;260;305;315
405;255;305;310
405;250;305;305
405;245;305;300
405;235;305;290
405;225;305;280
405;215;305;270
405;210;305;265
405;205;305;260
405;200;305;255
405;195;305;250
405;190;305;245
405;180;305;235
405;170;305;225
405;160;305;215
405;150;305;205
405;145;305;200
405;140;305;195
405;135;305;190
405;130;305;185
405;125;305;180
405;115;305;170
405;105;305;160
405;95;305;150
405;85;305;140
405;80;305;135
405;75;305;130
405;70;305;125
405;60;305;115
405;50;305;105
405;40;305;95
405;30;305;85
405;25;305;80
405;20;305;75
405;15;305;70
405;10;305;65
405;5;305;60
405;0;305;50
405;10;305;40
405;20;305;30
405;30;305;20
405;35;305;15
405;40;305;10
405;45;305;5
405;50;305;0
405;55;305;5
405;65;305;15
405;75;305;25
405;85;305;35
405;90;305;40
405;95;305;45
405;100;305;50
405;105;305;55
405;110;305;60
405;120;305;70
405;130;305;80
405;140;305;90
405;150;305;100
405;155;305;105
405;160;305;110
405;165;305;115
405;170;305;120
405;175;305;125
405;185;305;135
405;195;305;145
405;205;305;155
405;215;305;165
405;220;305;170
405;225;305;175
405;230;305;180
405;240;305;190
405;250;305;200
405;260;305;210
405;270;305;220
405;275;305;225
405;280;305;230
405;285;305;235
405;290;305;240
405;295;315;265
405;295;325;275
405;295;335;285
405;295;340;290
405;295;345;295
405;295;350;300
405;295;360;310
405;295;370;320
405;295;380;330
405;295;390;340
405;295;395;345
405;295;400;350
405;295;405;355
405;295;410;360
405;295;415;365
405;295;425;375
405;295;435;385
530;295;450;395
535;295;445;395
540;295;440;395
545;295;435;395
550;295;430;395
560;295;420;395
570;295;410;395
580;295;400;395
590;295;390;395
595;295;385;395
600;295;380;395
605;295;375;395
615;295;365;395
625;295;355;395
635;295;345;395
645;295;335;395
650;295;330;395
655;295;325;395
660;295;320;395
665;295;315;395
670;295;310;395
690;290;305;395
700;280;305;395
710;270;305;395
715;265;305;395
720;260;305;395
725;255;305;395
730;250;305;395
725;245;305;395
715;235;305;395
705;225;305;395
695;215;305;395
690;210;305;395
685;205;305;395
680;200;305;395
675;195;305;395
670;190;305;395
660;180;305;395
650;170;305;395
640;160;305;395
630;150;305;395
625;145;305;395
620;140;305;395
615;135;305;395
610;130;305;395
605;125;305;395
595;115;305;395
585;105;305;395
575;95;305;395
565;85;305;395
560;80;305;395
555;75;305;395
550;70;305;395
540;60;305;395
530;50;305;395
520;40;305;395
510;30;305;395
505;25;305;395
500;20;305;395
495;15;305;395
490;10;305;395
485;5;305;395
475;0;305;395
465;10;305;395
455;20;305;395
445;30;305;395
440;35;305;395
435;40;305;395
430;45;305;395
420;55;305;395
410;65;305;395
405;85;305;390
405;90;305;385
405;95;305;380
405;100;305;375
405;105;305;370
405;110;305;365
405;120;305;355
405;130;305;345
405;140;305;335
405;150;305;325
405;155;305;320
405;160;305;315
405;165;305;310
405;170;305;305
405;175;305;300
405;185;305;290
405;195;305;280
405;205;305;270
405;215;305;260
405;220;305;255
405;225;305;250
405;230;305;245
405;240;305;235
405;250;305;225
405;260;305;215
405;270;305;205
405;275;305;200
405;280;305;195
405;285;305;190
405;290;305;185
405;295;315;160
405;295;325;150
405;295;335;140
405;295;340;135
405;295;345;130
405;295;350;125
405;295;360;115
405;295;370;105
405;295;380;95
405;295;390;85
405;295;395;80
405;295;400;75
405;295;405;70
405;295;410;65
405;295;415;60
405;295;425;50
405;295;435;40
405;295;445;30
405;295;450;105
405;295;445;110
405;295;440;115
405;295;435;120
405;295;430;125
405;295;420;135
405;295;410;145
405;295;400;155
405;295;390;165
405;295;385;170
405;295;380;175
405;295;375;180
405;295;365;190
405;295;355;200
405;295;345;210
405;295;335;220
405;295;330;225
405;295;325;230
405;295;320;235
405;295;315;240
405;295;310;245
405;290;305;265
405;280;305;275
405;270;305;285
405;265;305;290
405;260;305;295
405;255;305;300
405;245;305;310
405;235;305;320
405;225;305;330
405;215;305;340
405;210;305;345
405;205;305;350
405;200;305;355
405;195;305;360
405;190;305;365
405;180;305;375
405;170;305;385
410;145;305;395
415;140;305;395
420;135;305;395
425;130;305;395
430;125;305;395
440;115;305;395
450;105;305;395
460;95;305;395
470;85;305;395
475;80;305;395
480;75;305;395
485;70;305;395
495;60;305;395
505;50;305;395
515;40;305;395
525;30;305;395
530;25;305;395
535;20;305;395
540;15;305;395
545;10;305;395
550;5;305;395
560;0;305;395
570;10;305;395
580;20;305;395
590;30;305;395
595;35;305;395
600;40;305;395
605;45;305;395
615;55;305;395
625;65;305;395
635;75;305;395
645;85;305;395
650;90;305;395
655;95;305;395
660;100;305;395
665;105;305;395
670;110;305;395
680;120;305;395
690;130;305;395
700;140;305;395
710;150;305;395
715;155;305;395
720;160;305;395
725;165;305;395
730;170;305;395
725;175;305;395
715;185;305;395
705;195;305;395
695;205;305;395
685;215;305;395
680;220;305;395
675;225;305;395
670;230;305;395
660;240;305;395
650;250;305;395
640;260;305;395
630;270;305;395
625;275;305;395
620;280;305;395
615;285;305;395
610;290;305;395
585;295;315;395
575;295;325;395
565;295;335;395
560;295;340;395
555;295;345;395
550;295;350;395
540;295;360;395
530;295;370;395
520;295;380;395
510;295;390;395
505;295;395;395
500;295;400;395
495;295;405;395
490;295;410;395
485;295;415;395
475;295;425;395
465;295;435;395
455;295;445;395
405;295;450;320
405;295;445;315
405;295;440;310
405;295;435;305
405;295;430;300
405;295;420;290
405;295;410;280
405;295;400;270
405;295;390;260
405;295;385;255
405;295;380;250
405;295;375;245
405;295;365;235
405;295;355;225
405;295;345;215
405;295;335;205
405;295;330;200
405;295;325;195
405;295;320;190
405;295;315;185
405;295;310;180
405;290;305;160
405;280;305;150
405;270;305;140
405;265;305;135
405;260;305;130
405;255;305;125
405;245;305;115
405;235;305;105
405;225;305;95
405;215;305;85
405;210;305;80
405;205;305;75
405;200;305;70
405;195;305;65
405;190;305;60
405;180;305;50
405;170;305;40
405;160;305;30
405;150;305;20
405;145;305;15
405;140;305;10
405;135;305;5
405;130;305;0
405;125;305;5
405;115;305;15
405;105;305;25
405;95;305;35
405;85;305;45
405;80;305;50
405;75;305;55
405;70;305;60
405;60;305;70
405;50;305;80
405;40;305;90
405;30;305;100
405;25;305;105
405;20;305;110
405;15;305;115
405;10;305;120
405;5;305;125
405;0;305;135
405;10;305;145
405;20;305;155
405;30;305;165
405;35;305;170
405;40;305;175
405;45;305;180
405;55;305;190
405;65;305;200
405;75;305;210
405;85;305;220
405;90;305;225
405;95;305;230
405;100;305;235
405;105;305;240
405;110;305;245
405;120;305;255
405;130;305;265
405;140;305;275
405;150;305;285
405;155;305;290
405;160;305;295
405;165;305;300
405;175;305;310
405;185;305;320
405;195;305;330
405;205;305;340
405;215;305;350
405;220;305;355
405;225;305;360
405;230;305;365
405;240;305;375
405;250;305;385
410;275;305;395
415;280;305;395
420;285;305;395
425;290;305;395
450;295;315;395
460;295;325;395
470;295;335;395
475;295;340;395
480;295;345;395
485;295;350;395
495;295;360;395
505;295;370;395
515;295;380;395
525;295;390;395
530;295;395;395
535;295;400;395
540;295;405;395
545;295;410;395
550;295;415;395
560;295;425;395
570;295;435;395
580;295;445;395
715;295;450;395
720;295;445;395
725;295;440;395
730;295;435;395
725;295;430;395
715;295;420;395
705;295;410;395
695;295;400;395
685;295;390;395
680;295;385;395
675;295;380;395
670;295;375;395
660;295;365;395
650;295;355;395
640;295;345;395
630;295;335;395
625;295;330;395
620;295;325;395
615;295;320;395
610;295;315;395
605;295;310;395
585;290;305;395
575;280;305;395
565;270;305;395
560;265;305;395
555;260;305;395
550;255;305;395
540;245;305;395
530;235;305;395
520;225;305;395
510;215;305;395
505;210;305;395
500;205;305;395
495;200;305;395
490;195;305;395
485;190;305;395
475;180;305;395
465;170;305;395
455;160;305;395
445;150;305;395
440;145;305;395
435;140;305;395
430;135;305;395
420;125;305;395
410;115;305;395
405;95;305;390
405;85;305;380
405;80;305;375
405;75;305;370
405;70;305;365
405;60;305;355
405;50;305;345
405;40;305;335
405;30;305;325
405;25;305;320
405;20;305;315
405;15;305;310
405;10;305;305
405;5;305;300
405;0;305;290
405;10;305;280
405;20;305;270
405;30;305;260
405;35;305;255
405;40;305;250
405;45;305;245
405;55;305;235
405;65;305;225
405;75;305;215
405;85;305;205
405;90;305;200
405;95;305;195
405;100;305;190
405;105;305;185
405;110;305;180
405;120;305;170
405;130;305;160
405;140;305;150
405;150;305;140
405;155;305;135
405;160;305;130
405;165;305;125
405;175;305;115
405;185;305;105
405;195;305;95
405;205;305;85
405;215;305;75
405;220;305;70
405;225;305;65
405;230;305;60
405;240;305;50
405;250;305;40
405;260;305;30
405;270;305;20
405;275;305;15
405;280;305;10
405;285;305;5
405;290;305;0
405;295;315;25
405;295;325;35
405;295;335;45
405;295;340;50
405;295;345;55
405;295;350;60
405;295;360;70
405;295;370;80
405;295;380;90
405;295;390;100
405;295;395;105
405;295;400;110
405;295;405;115
405;295;410;120
405;295;415;125
405;295;425;135
405;295;435;145
405;295;445;155
405;295;450;290
405;295;445;295
405;295;440;300
405;295;430;310
405;295;420;320
405;295;410;330
405;295;400;340
405;295;390;350
405;295;385;355
405;295;380;360
405;295;375;365
405;295;365;375
405;295;355;385
410;295;330;395
415;295;325;395
420;295;320;395
425;295;315;395
430;295;310;395
450;290;305;395
460;280;305;395
470;270;305;395
475;265;305;395
480;260;305;395
485;255;305;395
495;245;305;395
505;235;305;395
515;225;305;395
525;215;305;395
530;210;305;395
535;205;305;395
540;200;305;395
545;195;305;395
550;190;305;395
560;180;305;395
570;170;305;395
580;160;305;395
590;150;305;395
595;145;305;395
600;140;305;395
605;135;305;395
615;125;305;395
625;115;305;395
635;105;305;395
645;95;305;395
655;85;305;395
660;80;305;395
665;75;305;395
670;70;305;395
680;60;305;395
690;50;305;395
700;40;305;395
710;30;305;395
715;25;305;395
720;20;305;395
725;15;305;395
730;10;305;395
725;5;305;395
715;0;305;395
705;10;305;395
695;20;305;395
685;30;305;395
680;35;305;395
675;40;305;395
670;45;305;395
660;55;305;395
650;65;305;395
640;75;305;395
630;85;305;395
625;90;305;395
620;95;305;395
615;100;305;395
610;105;305;395
605;110;305;395
595;120;305;395
585;130;305;395
575;140;305;395
565;150;305;395
560;155;305;395
555;160;305;395
550;165;305;395
540;175;305;395
530;185;305;395
520;195;305;395
510;205;305;395
500;215;305;395
495;220;305;395
490;225;305;395
485;230;305;395
475;240;305;395
465;250;305;395
455;260;305;395
445;270;305;395
440;275;305;395
435;280;305;395
430;285;305;395
405;295;325;390
405;295;335;380
405;295;340;375
405;295;345;370
405;295;350;365
405;295;360;355
405;295;370;345
405;295;380;335
405;295;390;325
405;295;395;320
405;295;400;315
405;295;405;310
405;295;410;305
405;295;415;300
405;295;425;290
405;295;435;280
405;295;445;270
405;295;450;135
405;295;445;130
405;295;440;125
405;295;430;115
405;295;420;105
405;295;410;95
405;295;400;85
405;295;390;75
405;295;385;70
405;295;380;65
405;295;375;60
405;295;365;50
405;295;355;40
405;295;345;30
405;295;335;20
405;295;330;15
405;295;325;10
405;295;320;5
405;295;315;0
405;295;310;5
405;290;305;25
405;280;305;35
405;270;305;45
405;265;305;50
405;260;305;55
405;255;305;60
405;245;305;70
405;235;305;80
405;225;305;90
405;215;305;100
405;210;305;105
405;205;305;110
405;200;305;115
405;195;305;120
405;190;305;125
405;180;305;135
405;170;305;145
405;160;305;155
405;150;305;165
405;145;305;170
405;140;305;175
405;135;305;180
405;125;305;190
405;115;305;200
405;105;305;210
405;95;305;220
405;85;305;230
405;80;305;235
405;75;305;240
405;70;305;245
405;60;305;255
405;50;305;265
405;40;305;275
405;30;305;285
405;25;305;290
405;20;305;295
405;15;305;300
405;5;305;310
405;0;305;320
405;10;305;330
405;20;305;340
405;30;305;350
405;35;305;355
405;40;305;360
405;45;305;365
405;55;305;375
405;65;305;385
410;90;305;395
415;95;305;395
420;100;305;395
425;105;305;395
430;110;305;395
440;120;305;395
450;130;305;395
460;140;305;395
470;150;305;395
475;155;305;395
480;160;305;395
485;165;305;395
495;175;305;395
505;185;305;395
515;195;305;395
525;205;305;395
535;215;305;395
540;220;305;395
545;225;305;395
550;230;305;395
560;240;305;395
570;250;305;395
580;260;305;395
590;270;305;395
595;275;305;395
600;280;305;395
605;285;305;395
635;295;315;395
645;295;325;395
655;295;335;395
660;295;340;395
665;295;345;395
670;295;350;395
680;295;360;395
690;295;370;395
700;295;380;395
710;295;390;395
715;295;395;395
720;295;400;395
725;295;405;395
730;295;410;395
725;295;415;395
715;295;425;395
705;295;435;395
695;295;445;395
560;295;450;395
555;295;445;395
550;295;440;395
540;295;430;395
530;295;420;395
520;295;410;395
510;295;400;395
500;295;390;395
495;295;385;395
490;295;380;395
485;295;375;395
475;295;365;395
465;295;355;395
455;295;345;395
445;295;335;395
440;295;330;395
435;295;325;395
430;295;320;395
420;295;310;395
405;280;305;390
405;270;305;380
405;265;305;375
405;260;305;370
405;255;305;365
405;245;305;355
405;235;305;345
405;225;305;335
405;215;305;325
405;210;305;320
405;205;305;315
405;200;305;310
405;195;305;305
405;190;305;300
405;180;305;290
405;170;305;280
405;160;305;270
405;150;305;260
405;145;305;255
405;140;305;250
405;135;305;245
405;125;305;235
405;115;305;225
405;105;305;215
405;95;305;205
405;85;305;195
405;80;305;190
405;75;305;185
405;70;305;180
405;60;305;170
405;50;305;160
405;40;305;150
405;30;305;140
405;25;305;135
405;20;305;130
405;15;305;125
405;5;305;115
405;0;305;105
405;10;305;95
405;20;305;85
405;30;305;75
405;35;305;70
405;40;305;65
405;45;305;60
405;55;305;50
405;65;305;40
405;75;305;30
405;85;305;20
405;90;305;15
405;95;305;10
405;100;305;5
405;105;305;0
405;110;305;5
405;120;305;15
405;130;305;25
405;140;305;35
405;150;305;45
405;155;305;50
405;160;305;55
405;165;305;60
405;175;305;70
405;185;305;80
405;195;305;90
405;205;305;100
405;215;305;110
405;220;305;115
405;225;305;120
405;230;305;125
405;240;305;135
405;250;305;145
405;260;305;155
405;270;305;165
405;275;305;170
405;280;305;175
405;285;305;180
405;295;315;210
405;295;325;220
405;295;335;230
405;295;340;235
405;295;345;240
405;295;350;245
405;295;360;255
405;295;370;265
405;295;380;275
405;295;390;285
405;295;395;290
405;295;400;295
405;295;405;300
405;295;415;310
405;295;425;320
405;295;435;330
405;295;445;340
475;295;450;395
480;295;445;395
485;295;440;395
495;295;430;395
505;295;420;395
515;295;410;395
525;295;400;395
535;295;390;395
540;295;385;395
545;295;380;395
550;295;375;395
560;295;365;395
570;295;355;395
580;295;345;395
590;295;335;395
595;295;330;395
600;295;325;395
605;295;320;395
615;295;310;395
635;290;305;395
645;280;305;395
655;270;305;395
660;265;305;395
665;260;305;395
670;255;305;395
680;245;305;395
690;235;305;395
700;225;305;395
710;215;305;395
715;210;305;395
720;205;305;395
725;200;305;395
730;195;305;395
725;190;305;395
715;180;305;395
705;170;305;395
695;160;305;395
685;150;305;395
680;145;305;395
675;140;305;395
670;135;305;395
660;125;305;395
650;115;305;395
640;105;305;395
630;95;305;395
620;85;305;395
615;80;305;395
610;75;305;395
605;70;305;395
595;60;305;395
585;50;305;395
575;40;305;395
565;30;305;395
560;25;305;395
555;20;305;395
550;15;305;395
540;5;305;395
530;0;305;395
520;10;305;395
510;20;305;395
500;30;305;395
495;35;305;395
490;40;305;395
485;45;305;395
475;55;305;395
465;65;305;395
455;75;305;395
445;85;305;395
440;90;305;395
435;95;305;395
430;100;305;395
420;110;305;395
410;120;305;395
405;140;305;390
405;150;305;380
405;155;305;375
405;160;305;370
405;165;305;365
405;175;305;355
405;185;305;345
405;195;305;335
405;205;305;325
405;215;305;315
405;220;305;310
405;225;305;305
405;230;305;300
405;240;305;290
405;250;305;280
405;260;305;270
405;270;305;260
405;275;305;255
405;280;305;250
405;285;305;245
405;295;315;215
405;295;325;205
405;295;335;195
405;295;340;190
405;295;345;185
405;295;350;180
405;295;360;170
405;295;370;160
405;295;380;150
405;295;390;140
405;295;395;135
