left;top;botton;rigth
405;65;305;85
405;60;305;80
405;55;305;75
405;50;305;70
405;45;305;65
405;40;305;60
405;30;305;50
405;25;305;45
405;20;305;40
405;15;305;35
405;10;305;30
405;5;305;25
405;0;305;20
405;0;305;15
405;5;305;10
405;10;305;5
405;15;305;0
405;20;305;5
405;30;305;15
405;35;305;20
405;40;305;25
405;45;305;30
405;50;305;35
405;55;305;40
405;60;305;45
405;65;305;50
405;70;305;55
405;75;305;60
405;85;305;70
405;90;305;75
405;95;305;80
405;100;305;85
405;105;305;90
405;110;305;95
405;115;305;100
405;120;305;105
405;125;305;110
405;130;305;115
405;135;305;120
405;140;305;125
405;150;305;135
405;155;305;140
405;160;305;145
405;165;305;150
405;170;305;155
405;175;305;160
405;180;305;165
405;185;305;170
405;190;305;175
405;195;305;180
405;205;305;190
405;215;305;200
405;220;305;205
405;225;305;210
405;230;305;215
405;235;305;220
405;240;305;225
405;245;305;230
405;250;305;235
405;255;305;240
405;260;305;245
405;270;305;255
405;275;305;260
405;280;305;265
405;285;305;270
405;290;305;275
405;295;305;280
405;295;305;285
405;295;305;290
405;295;310;295
405;295;315;300
405;295;325;310
405;295;335;320
405;295;340;325
405;295;345;330
405;295;350;335
405;295;355;340
405;295;360;345
405;295;365;350
405;295;370;355
405;295;375;360
405;295;380;365
405;295;390;375
405;295;395;380
405;295;400;385
405;295;405;390
405;295;420;395
410;295;425;395
415;295;430;395
420;295;435;395
425;295;440;395
430;295;445;395
565;295;450;395
570;295;445;395
575;295;440;395
580;295;435;395
585;295;430;395
590;295;425;395
595;295;420;395
600;295;415;395
605;295;410;395
615;295;400;395
625;295;390;395
630;295;385;395
635;295;380;395
640;295;375;395
645;295;370;395
650;295;365;395
655;295;360;395
660;295;355;395
665;295;350;395
670;295;345;395
680;295;335;395
685;295;330;395
690;295;325;395
695;295;320;395
700;295;315;395
705;295;310;395
720;295;305;395
725;290;305;395
730;285;305;395
725;280;305;395
715;270;305;395
710;265;305;395
705;260;305;395
700;255;305;395
695;250;305;395
690;245;305;395
685;240;305;395
680;235;305;395
675;230;305;395
670;225;305;395
660;215;305;395
655;210;305;395
650;205;305;395
645;200;305;395
640;195;305;395
635;190;305;395
630;185;305;395
625;180;305;395
620;175;305;395
615;170;305;395
610;165;305;395
605;160;305;395
595;150;305;395
590;145;305;395
585;140;305;395
580;135;305;395
575;130;305;395
570;125;305;395
565;120;305;395
560;115;305;395
555;110;305;395
550;105;305;395
540;95;305;395
530;85;305;395
525;80;305;395
520;75;305;395
515;70;305;395
510;65;305;395
505;60;305;395
500;55;305;395
495;50;305;395
490;45;305;395
485;40;305;395
475;30;305;395
470;25;305;395
465;20;305;395
460;15;305;395
455;10;305;395
450;5;305;395
445;0;305;395
440;0;305;395
435;5;305;395
430;10;305;395
420;20;305;395
410;30;305;395
405;35;305;395
405;40;305;395
405;45;305;395
405;50;305;390
405;55;305;385
405;60;305;380
405;65;305;375
405;70;305;370
405;75;305;365
405;85;305;355
405;90;305;350
405;95;305;345
405;100;305;340
405;105;305;335
405;110;305;330
405;115;305;325
405;120;305;320
405;125;305;315
405;130;305;310
405;135;305;305
405;140;305;300
405;150;305;290
405;155;305;285
405;160;305;280
405;165;305;275
405;170;305;270
405;175;305;265
405;180;305;260
405;185;305;255
405;190;305;250
405;195;305;245
405;205;305;235
405;215;305;225
405;220;305;220
405;225;305;215
405;230;305;210
405;235;305;205
405;240;305;200
405;245;305;195
405;250;305;190
405;255;305;185
405;260;305;180
405;270;305;170
405;275;305;165
405;280;305;160
405;285;305;155
405;290;305;150
405;295;305;145
405;295;305;140
405;295;305;135
405;295;310;130
405;295;315;125
405;295;325;115
405;295;335;105
405;295;340;100
405;295;345;95
405;295;350;90
405;295;355;85
405;295;360;80
405;295;365;75
405;295;370;70
405;295;375;65
405;295;380;60
405;295;390;50
405;295;395;45
405;295;400;40
405;295;405;35
405;295;410;30
405;295;415;25
405;295;420;20
405;295;425;15
405;295;430;10
405;295;435;5
405;295;440;0
405;295;445;5
405;295;450;140
405;295;445;145
405;295;440;150
405;295;435;155
405;295;430;160
405;295;425;165
405;295;420;170
405;295;415;175
405;295;410;180
405;295;400;190
405;295;390;200
405;295;385;205
405;295;380;210
405;295;375;215
405;295;370;220
405;295;365;225
405;295;360;230
405;295;355;235
405;295;350;240
405;295;345;245
405;295;335;255
405;295;330;260
405;295;325;265
405;295;320;270
405;295;315;275
405;295;310;280
405;295;305;295
405;290;305;300
405;280;305;310
405;270;305;320
405;265;305;325
405;260;305;330
405;255;305;335
405;250;305;340
405;245;305;345
405;240;305;350
405;235;305;355
405;230;305;360
405;225;305;365
405;215;305;375
405;210;305;380
405;205;305;385
405;200;305;390
405;185;305;395
410;180;305;395
415;175;305;395
420;170;305;395
425;165;305;395
430;160;305;395
440;150;305;395
445;145;305;395
450;140;305;395
455;135;305;395
460;130;305;395
465;125;305;395
470;120;305;395
475;115;305;395
480;110;305;395
485;105;305;395
495;95;305;395
505;85;305;395
510;80;305;395
515;75;305;395
520;70;305;395
525;65;305;395
530;60;305;395
535;55;305;395
540;50;305;395
545;45;305;395
550;40;305;395
560;30;305;395
565;25;305;395
570;20;305;395
575;15;305;395
580;10;305;395
585;5;305;395
590;0;305;395
595;0;305;395
600;5;305;395
605;10;305;395
615;20;305;395
625;30;305;395
630;35;305;395
635;40;305;395
640;45;305;395
645;50;305;395
650;55;305;395
655;60;305;395
660;65;305;395
665;70;305;395
670;75;305;395
680;85;305;395
685;90;305;395
690;95;305;395
695;100;305;395
700;105;305;395
705;110;305;395
710;115;305;395
715;120;305;395
720;125;305;395
725;130;305;395
730;135;305;395
725;140;305;395
715;150;305;395
710;155;305;395
705;160;305;395
700;165;305;395
695;170;305;395
690;175;305;395
685;180;305;395
680;185;305;395
675;190;305;395
670;195;305;395
660;205;305;395
650;215;305;395
645;220;305;395
640;225;305;395
635;230;305;395
630;235;305;395
625;240;305;395
620;245;305;395
615;250;305;395
610;255;305;395
605;260;305;395
595;270;305;395
590;275;305;395
585;280;305;395
580;285;305;395
575;290;305;395
570;295;305;395
565;295;305;395
560;295;305;395
555;295;310;395
550;295;315;395
540;295;325;395
530;295;335;395
525;295;340;395
520;295;345;395
515;295;350;395
510;295;355;395
505;295;360;395
500;295;365;395
495;295;370;395
490;295;375;395
485;295;380;395
475;295;390;395
470;295;395;395
465;295;400;395
460;295;405;395
455;295;410;395
450;295;415;395
445;295;420;395
440;295;425;395
435;295;430;395
430;295;435;395
420;295;445;395
405;295;450;285
405;295;445;280
405;295;440;275
405;295;435;270
405;295;430;265
405;295;425;260
405;295;420;255
405;295;415;250
405;295;410;245
405;295;400;235
405;295;390;225
405;295;385;220
405;295;380;215
405;295;375;210
405;295;370;205
405;295;365;200
405;295;360;195
405;295;355;190
405;295;350;185
405;295;345;180
405;295;335;170
405;295;330;165
405;295;325;160
405;295;320;155
405;295;315;150
405;295;310;145
405;295;305;130
405;290;305;125
405;280;305;115
405;270;305;105
405;265;305;100
405;260;305;95
405;255;305;90
405;250;305;85
405;245;305;80
405;240;305;75
405;235;305;70
405;230;305;65
405;225;305;60
405;215;305;50
405;210;305;45
405;205;305;40
405;200;305;35
405;195;305;30
405;190;305;25
405;185;305;20
405;180;305;15
405;175;305;10
405;170;305;5
405;165;305;0
405;160;305;5
405;150;305;15
405;145;305;20
405;140;305;25
405;135;305;30
405;130;305;35
405;125;305;40
405;120;305;45
405;115;305;50
405;110;305;55
405;105;305;60
405;95;305;70
405;85;305;80
405;80;305;85
405;75;305;90
405;70;305;95
405;65;305;100
405;60;305;105
405;55;305;110
405;50;305;115
405;45;305;120
405;40;305;125
405;30;305;135
405;25;305;140
405;20;305;145
405;15;305;150
405;10;305;155
405;5;305;160
405;0;305;165
405;0;305;170
405;5;305;175
405;10;305;180
405;20;305;190
405;30;305;200
405;35;305;205
405;40;305;210
405;45;305;215
405;50;305;220
405;55;305;225
405;60;305;230
405;65;305;235
405;70;305;240
405;75;305;245
405;85;305;255
405;90;305;260
405;95;305;265
405;100;305;270
405;105;305;275
405;110;305;280
405;115;305;285
405;120;305;290
405;125;305;295
405;130;305;300
405;140;305;310
405;150;305;320
405;155;305;325
405;160;305;330
405;165;305;335
405;170;305;340
405;175;305;345
405;180;305;350
405;185;305;355
405;190;305;360
405;195;305;365
405;205;305;375
405;215;305;385
405;220;305;390
405;235;305;395
410;240;305;395
415;245;305;395
420;250;305;395
425;255;305;395
430;260;305;395
440;270;305;395
445;275;305;395
450;280;305;395
455;285;305;395
460;290;305;395
465;295;305;395
470;295;305;395
475;295;305;395
480;295;310;395
485;295;315;395
495;295;325;395
505;295;335;395
510;295;340;395
515;295;345;395
520;295;350;395
525;295;355;395
530;295;360;395
535;295;365;395
540;295;370;395
545;295;375;395
550;295;380;395
560;295;390;395
565;295;395;395
570;295;400;395
575;295;405;395
580;295;410;395
585;295;415;395
590;295;420;395
595;295;425;395
600;295;430;395
605;295;435;395
615;295;445;395
710;295;450;395
705;295;445;395
700;295;440;395
695;295;435;395
690;295;430;395
685;295;425;395
680;295;420;395
675;295;415;395
670;295;410;395
660;295;400;395
650;295;390;395
645;295;385;395
640;295;380;395
635;295;375;395
630;295;370;395
625;295;365;395
620;295;360;395
615;295;355;395
610;295;350;395
605;295;345;395
595;295;335;395
590;295;330;395
585;295;325;395
580;295;320;395
575;295;315;395
570;295;310;395
555;295;305;395
550;290;305;395
540;280;305;395
530;270;305;395
525;265;305;395
520;260;305;395
515;255;305;395
510;250;305;395
505;245;305;395
500;240;305;395
495;235;305;395
490;230;305;395
485;225;305;395
475;215;305;395
470;210;305;395
465;205;305;395
460;200;305;395
455;195;305;395
450;190;305;395
445;185;305;395
440;180;305;395
435;175;305;395
430;170;305;395
420;160;305;395
410;150;305;395
405;145;305;395
405;140;305;395
405;135;305;395
405;130;305;390
405;125;305;385
405;120;305;380
405;115;305;375
405;110;305;370
405;105;305;365
405;95;305;355
405;85;305;345
405;80;305;340
405;75;305;335
405;70;305;330
405;65;305;325
405;60;305;320
405;55;305;315
405;50;305;310
405;45;305;305
405;40;305;300
405;30;305;290
405;25;305;285
405;20;305;280
405;15;305;275
405;10;305;270
405;5;305;265
405;0;305;260
405;0;305;255
405;5;305;250
405;10;305;245
405;20;305;235
405;30;305;225
405;35;305;220
405;40;305;215
405;45;305;210
405;50;305;205
405;55;305;200
405;60;305;195
405;65;305;190
405;70;305;185
405;75;305;180
405;85;305;170
405;90;305;165
405;95;305;160
405;100;305;155
405;105;305;150
405;110;305;145
405;115;305;140
405;120;305;135
405;125;305;130
405;130;305;125
405;140;305;115
405;150;305;105
405;155;305;100
405;160;305;95
405;165;305;90
405;170;305;85
405;175;305;80
405;180;305;75
405;185;305;70
405;190;305;65
405;195;305;60
405;205;305;50
405;215;305;40
405;220;305;35
405;225;305;30
405;230;305;25
405;235;305;20
405;240;305;15
405;245;305;10
405;250;305;5
405;255;305;0
405;260;305;5
405;270;305;15
405;275;305;20
405;280;305;25
405;285;305;30
405;290;305;35
405;295;305;40
405;295;305;45
405;295;305;50
405;295;310;55
405;295;315;60
405;295;325;70
405;295;335;80
405;295;340;85
405;295;345;90
405;295;350;95
405;295;355;100
405;295;360;105
405;295;365;110
405;295;370;115
405;295;375;120
405;295;380;125
405;295;390;135
405;295;395;140
405;295;400;145
405;295;405;150
405;295;410;155
405;295;415;160
405;295;420;165
405;295;425;170
405;295;430;175
405;295;435;180
405;295;445;190
405;295;450;325
405;295;445;330
405;295;440;335
405;295;435;340
405;295;430;345
405;295;425;350
405;295;420;355
405;295;415;360
405;295;410;365
405;295;400;375
405;295;390;385
405;295;385;390
405;295;370;395
410;295;365;395
415;295;360;395
420;295;355;395
425;295;350;395
430;295;345;395
440;295;335;395
445;295;330;395
450;295;325;395
455;295;320;395
460;295;315;395
465;295;310;395
480;295;305;395
485;290;305;395
495;280;305;395
505;270;305;395
510;265;305;395
515;260;305;395
520;255;305;395
525;250;305;395
530;245;305;395
535;240;305;395
540;235;305;395
545;230;305;395
550;225;305;395
560;215;305;395
565;210;305;395
570;205;305;395
575;200;305;395
580;195;305;395
585;190;305;395
590;185;305;395
595;180;305;395
600;175;305;395
605;170;305;395
615;160;305;395
625;150;305;395
630;145;305;395
635;140;305;395
640;135;305;395
645;130;305;395
650;125;305;395
655;120;305;395
660;115;305;395
665;110;305;395
670;105;305;395
680;95;305;395
690;85;305;395
695;80;305;395
700;75;305;395
705;70;305;395
710;65;305;395
715;60;305;395
720;55;305;395
725;50;305;395
730;45;305;395
725;40;305;395
715;30;305;395
710;25;305;395
705;20;305;395
700;15;305;395
695;10;305;395
690;5;305;395
685;0;305;395
680;0;305;395
675;5;305;395
670;10;305;395
660;20;305;395
650;30;305;395
645;35;305;395
640;40;305;395
635;45;305;395
630;50;305;395
625;55;305;395
620;60;305;395
615;65;305;395
610;70;305;395
605;75;305;395
595;85;305;395
590;90;305;395
585;95;305;395
580;100;305;395
575;105;305;395
570;110;305;395
565;115;305;395
560;120;305;395
555;125;305;395
550;130;305;395
540;140;305;395
530;150;305;395
525;155;305;395
520;160;305;395
515;165;305;395
510;170;305;395
505;175;305;395
500;180;305;395
495;185;305;395
490;190;305;395
485;195;305;395
475;205;305;395
465;215;305;395
460;220;305;395
455;225;305;395
450;230;305;395
445;235;305;395
440;240;305;395
435;245;305;395
430;250;305;395
420;260;305;395
410;270;305;395
405;275;305;395
405;280;305;395
405;285;305;395
405;290;305;390
405;295;305;385
405;295;305;380
405;295;305;375
405;295;310;370
405;295;315;365
405;295;325;355
405;295;335;345
405;295;340;340
405;295;345;335
405;295;350;330
405;295;355;325
405;295;360;320
405;295;365;315
405;295;370;310
405;295;375;305
405;295;380;300
405;295;390;290
405;295;395;285
405;295;400;280
405;295;405;275
405;295;410;270
405;295;415;265
405;295;420;260
405;295;425;255
405;295;430;250
405;295;435;245
405;295;445;235
405;295;450;100
405;295;445;95
405;295;440;90
405;295;435;85
405;295;430;80
405;295;425;75
405;295;420;70
405;295;415;65
405;295;410;60
405;295;400;50
405;295;390;40
405;295;385;35
405;295;380;30
405;295;375;25
405;295;370;20
405;295;365;15
405;295;360;10
405;295;355;5
405;295;350;0
405;295;345;5
405;295;335;15
405;295;330;20
405;295;325;25
405;295;320;30
405;295;315;35
405;295;310;40
405;295;305;55
405;290;305;60
405;280;305;70
405;270;305;80
405;265;305;85
405;260;305;90
405;255;305;95
405;250;305;100
405;245;305;105
405;240;305;110
405;235;305;115
405;230;305;120
405;225;305;125
405;215;305;135
405;210;305;140
405;205;305;145
405;200;305;150
405;195;305;155
405;190;305;160
405;185;305;165
405;180;305;170
405;175;305;175
405;170;305;180
405;160;305;190
405;150;305;200
405;145;305;205
405;140;305;210
405;135;305;215
405;130;305;220
405;125;305;225
405;120;305;230
405;115;305;235
405;110;305;240
405;105;305;245
405;95;305;255
405;85;305;265
405;80;305;270
405;75;305;275
405;70;305;280
405;65;305;285
405;60;305;290
405;55;305;295
405;50;305;300
405;40;305;310
405;30;305;320
405;25;305;325
405;20;305;330
405;15;305;335
405;10;305;340
405;5;305;345
405;0;305;350
405;0;305;355
405;5;305;360
405;10;305;365
405;20;305;375
405;30;305;385
405;35;305;390
405;50;305;395
410;55;305;395
415;60;305;395
420;65;305;395
425;70;305;395
430;75;305;395
440;85;305;395
445;90;305;395
450;95;305;395
455;100;305;395
460;105;305;395
465;110;305;395
470;115;305;395
475;120;305;395
480;125;305;395
485;130;305;395
495;140;305;395
505;150;305;395
510;155;305;395
515;160;305;395
520;165;305;395
525;170;305;395
530;175;305;395
535;180;305;395
540;185;305;395
545;190;305;395
550;195;305;395
560;205;305;395
570;215;305;395
575;220;305;395
580;225;305;395
585;230;305;395
590;235;305;395
595;240;305;395
600;245;305;395
605;250;305;395
615;260;305;395
625;270;305;395
630;275;305;395
635;280;305;395
640;285;305;395
645;290;305;395
650;295;305;395
655;295;305;395
660;295;305;395
665;295;310;395
670;295;315;395
680;295;325;395
690;295;335;395
695;295;340;395
700;295;345;395
705;295;350;395
710;295;355;395
715;295;360;395
720;295;365;395
725;295;370;395
730;295;375;395
725;295;380;395
715;295;390;395
710;295;395;395
705;295;400;395
700;295;405;395
695;295;410;395
690;295;415;395
685;295;420;395
680;295;425;395
675;295;430;395
670;295;435;395
660;295;445;395
525;295;450;395
520;295;445;395
515;295;440;395
510;295;435;395
505;295;430;395
500;295;425;395
495;295;420;395
490;295;415;395
485;295;410;395
475;295;400;395
465;295;390;395
460;295;385;395
455;295;380;395
450;295;375;395
445;295;370;395
440;295;365;395
435;295;360;395
430;295;355;395
420;295;345;395
410;295;335;395
405;295;330;395
405;295;325;395
405;295;320;395
405;295;315;390
405;295;310;385
405;295;305;370
405;290;305;365
405;280;305;355
405;270;305;345
405;265;305;340
405;260;305;335
405;255;305;330
405;250;305;325
405;245;305;320
405;240;305;315
405;235;305;310
405;230;305;305
405;225;305;300
405;215;305;290
405;210;305;285
405;205;305;280
405;200;305;275
405;195;305;270
405;190;305;265
405;185;305;260
405;180;305;255
405;175;305;250
405;170;305;245
405;160;305;235
405;150;305;225
405;145;305;220
405;140;305;215
405;135;305;210
405;130;305;205
405;125;305;200
405;120;305;195
405;115;305;190
405;110;305;185
405;105;305;180
405;95;305;170
405;85;305;160
405;80;305;155
405;75;305;150
405;70;305;145
405;65;305;140
405;60;305;135
405;55;305;130
405;50;305;125
405;40;305;115
405;30;305;105
405;25;305;100
405;20;305;95
405;15;305;90
405;10;305;85
405;5;305;80
405;0;305;75
405;0;305;70
405;5;305;65
405;10;305;60
405;20;305;50
405;30;305;40
405;35;305;35
405;40;305;30
405;45;305;25
405;50;305;20
405;55;305;15
405;60;305;10
405;65;305;5
405;70;305;0
405;75;305;5
405;85;305;15
405;90;305;20
405;95;305;25
405;100;305;30
405;105;305;35
405;110;305;40
405;115;305;45
405;120;305;50
405;125;305;55
405;130;305;60
405;140;305;70
405;150;305;80
405;155;305;85
405;160;305;90
405;165;305;95
405;170;305;100
405;175;305;105
405;180;305;110
405;185;305;115
405;190;305;120
405;195;305;125
405;205;305;135
405;215;305;145
405;220;305;150
405;225;305;155
405;230;305;160
405;235;305;165
405;240;305;170
405;245;305;175
405;250;305;180
405;260;305;190
405;270;305;200
405;275;305;205
405;280;305;210
405;285;305;215
405;290;305;220
405;295;305;225
405;295;305;230
405;295;305;235
405;295;310;240
405;295;315;245
405;295;325;255
405;295;335;265
405;295;340;270
405;295;345;275
405;295;350;280
405;295;355;285
405;295;360;290
405;295;365;295
405;295;370;300
405;295;380;310
405;295;390;320
405;295;395;325
405;295;400;330
405;295;405;335
405;295;410;340
405;295;415;345
405;295;420;350
405;295;425;355
405;295;430;360
405;295;435;365
405;295;445;375
510;295;450;395
515;295;445;395
520;295;440;395
525;295;435;395
530;295;430;395
535;295;425;395
540;295;420;395
545;295;415;395
550;295;410;395
560;295;400;395
570;295;390;395
575;295;385;395
580;295;380;395
585;295;375;395
590;295;370;395
595;295;365;395
600;295;360;395
605;295;355;395
615;295;345;395
625;295;335;395
630;295;330;395
635;295;325;395
640;295;320;395
645;295;315;395
650;295;310;395
665;295;305;395
670;290;305;395
680;280;305;395
690;270;305;395
695;265;305;395
700;260;305;395
705;255;305;395
710;250;305;395
715;245;305;395
720;240;305;395
725;235;305;395
730;230;305;395
725;225;305;395
715;215;305;395
710;210;305;395
705;205;305;395
700;200;305;395
695;195;305;395
690;190;305;395
685;185;305;395
680;180;305;395
675;175;305;395
670;170;305;395
660;160;305;395
650;150;305;395
645;145;305;395
640;140;305;395
635;135;305;395
630;130;305;395
625;125;305;395
620;120;305;395
615;115;305;395
610;110;305;395
605;105;305;395
595;95;305;395
585;85;305;395
580;80;305;395
575;75;305;395
570;70;305;395
565;65;305;395
560;60;305;395
555;55;305;395
550;50;305;395
540;40;305;395
530;30;305;395
525;25;305;395
520;20;305;395
515;15;305;395
510;10;305;395
505;5;305;395
500;0;305;395
495;0;305;395
490;5;305;395
485;10;305;395
475;20;305;395
465;30;305;395
460;35;305;395
455;40;305;395
450;45;305;395
445;50;305;395
440;55;305;395
435;60;305;395
430;65;305;395
420;75;305;395
410;85;305;395
405;90;305;395
405;95;305;395
405;100;305;395
405;105;305;390
405;110;305;385
405;115;305;380
405;120;305;375
405;125;305;370
405;130;305;365
405;140;305;355
405;150;305;345
405;155;305;340
405;160;305;335
405;165;305;330
405;170;305;325
405;175;305;320
405;180;305;315
405;185;305;310
405;190;305;305
405;195;305;300
405;205;305;290
405;215;305;280
405;220;305;275
405;225;305;270
405;230;305;265
405;235;305;260
405;240;305;255
405;245;305;250
405;250;305;245
405;260;305;235
405;270;305;225
405;275;305;220
405;280;305;215
405;285;305;210
405;290;305;205
405;295;305;200
405;295;305;195
405;295;305;190
405;295;310;185
405;295;315;180
405;295;325;170
405;295;335;160
405;295;340;155
405;295;345;150
405;295;350;145
405;295;355;140
405;295;360;135
405;295;365;130
405;295;370;125
405;295;380;115
405;295;390;105
405;295;395;100
405;295;400;95
405;295;405;90
405;295;410;85
405;295;415;80
405;295;420;75
405;295;425;70
405;295;430;65
405;295;435;60
405;295;445;50
405;295;450;85
405;295;445;90
405;295;440;95
405;295;435;100
405;295;430;105
405;295;425;110
405;295;420;115
405;295;415;120
405;295;410;125
405;295;400;135
405;295;390;145
405;295;385;150
405;295;380;155
405;295;375;160
405;295;370;165
405;295;365;170
405;295;360;175
405;295;355;180
405;295;345;190
405;295;335;200
405;295;330;205
405;295;325;210
405;295;320;215
405;295;315;220
405;295;310;225
405;295;305;240
405;290;305;245
405;280;305;255
405;270;305;265
405;265;305;270
405;260;305;275
405;255;305;280
405;250;305;285
405;245;305;290
405;240;305;295
405;235;305;300
405;225;305;310
405;215;305;320
405;210;305;325
405;205;305;330
405;200;305;335
405;195;305;340
405;190;305;345
405;185;305;350
405;180;305;355
405;175;305;360
405;170;305;365
405;160;305;375
405;150;305;385
405;145;305;390
405;130;305;395
410;125;305;395
415;120;305;395
420;115;305;395
425;110;305;395
430;105;305;395
440;95;305;395
450;85;305;395
455;80;305;395
460;75;305;395
465;70;305;395
470;65;305;395
475;60;305;395
480;55;305;395
485;50;305;395
495;40;305;395
505;30;305;395
510;25;305;395
515;20;305;395
520;15;305;395
525;10;305;395
530;5;305;395
535;0;305;395
540;0;305;395
545;5;305;395
550;10;305;395
560;20;305;395
570;30;305;395
575;35;305;395
580;40;305;395
585;45;305;395
590;50;305;395
595;55;305;395
600;60;305;395
605;65;305;395
615;75;305;395
625;85;305;395
630;90;305;395
635;95;305;395
640;100;305;395
645;105;305;395
650;110;305;395
655;115;305;395
660;120;305;395
665;125;305;395
670;130;305;395
680;140;305;395
690;150;305;395
695;155;305;395
700;160;305;395
705;165;305;395
710;170;305;395
715;175;305;395
720;180;305;395
725;185;305;395
730;190;305;395
725;195;305;395
715;205;305;395
705;215;305;395
700;220;305;395
695;225;305;395
690;230;305;395
685;235;305;395
680;240;305;395
675;245;305;395
670;250;305;395
660;260;305;395
650;270;305;395
645;275;305;395
640;280;305;395
635;285;305;395
630;290;305;395
625;295;305;395
620;295;305;395
615;295;305;395
610;295;310;395
605;295;315;395
595;295;325;395
585;295;335;395
580;295;340;395
575;295;345;395
570;295;350;395
565;295;355;395
560;295;360;395
555;295;365;395
550;295;370;395
540;295;380;395
530;295;390;395
525;295;395;395
520;295;400;395
515;295;405;395
510;295;410;395
505;295;415;395
500;295;420;395
495;295;425;395
490;295;430;395
485;295;435;395
475;295;445;395
405;295;450;340
405;295;445;335
405;295;440;330
405;295;435;325
405;295;430;320
405;295;425;315
405;295;420;310
405;295;415;305
405;295;410;300
405;295;400;290
405;295;390;280
405;295;385;275
405;295;380;270
405;295;375;265
405;295;370;260
405;295;365;255
405;295;360;250
405;295;355;245
405;295;345;235
405;295;335;225
405;295;330;220
405;295;325;215
405;295;320;210
405;295;315;205
405;295;310;200
405;295;305;185
405;290;305;180
405;280;305;170
405;270;305;160
405;265;305;155
405;260;305;150
405;255;305;145
405;250;305;140
405;245;305;135
405;240;305;130
405;235;305;125
405;225;305;115
405;215;305;105
405;210;305;100
405;205;305;95
405;200;305;90
405;195;305;85
405;190;305;80
405;185;305;75
405;180;305;70
405;175;305;65
405;170;305;60
405;160;305;50
405;150;305;40
405;145;305;35
405;140;305;30
405;135;305;25
405;130;305;20
405;125;305;15
405;120;305;10
405;115;305;5
405;110;305;0
405;105;305;5
405;95;305;15
405;85;305;25
405;80;305;30
405;75;305;35
405;70;305;40
405;65;305;45
405;60;305;50
405;55;305;55
405;50;305;60
405;40;305;70
405;30;305;80
405;25;305;85
405;20;305;90
405;15;305;95
405;10;305;100
405;5;305;105
405;0;305;110
405;0;305;115
405;5;305;120
405;10;305;125
405;20;305;135
405;30;305;145
405;35;305;150
405;40;305;155
405;45;305;160
405;50;305;165
405;55;305;170
405;60;305;175
405;65;305;180
405;75;305;190
405;85;305;200
405;90;305;205
405;95;305;210
405;100;305;215
405;105;305;220
405;110;305;225
405;115;305;230
405;120;305;235
405;125;305;240
405;130;305;245
405;140;305;255
405;150;305;265
405;155;305;270
405;160;305;275
405;165;305;280
405;170;305;285
405;175;305;290
405;180;305;295
405;185;305;300
405;195;305;310
405;205;305;320
405;215;305;330
405;220;305;335
405;225;305;340
405;230;305;345
405;235;305;350
405;240;305;355
405;245;305;360
405;250;305;365
405;260;305;375
405;270;305;385
405;275;305;390
405;290;305;395
410;295;305;395
415;295;305;395
420;295;305;395
425;295;310;395
430;295;315;395
440;295;325;395
450;295;335;395
455;295;340;395
460;295;345;395
465;295;350;395
470;295;355;395
475;295;360;395
480;295;365;395
485;295;370;395
495;295;380;395
505;295;390;395
510;295;395;395
515;295;400;395
520;295;405;395
525;295;410;395
530;295;415;395
535;295;420;395
540;295;425;395
545;295;430;395
550;295;435;395
560;295;445;395
695;295;450;395
700;295;445;395
705;295;440;395
710;295;435;395
715;295;430;395
720;295;425;395
725;295;420;395
730;295;415;395
725;295;410;395
715;295;400;395
705;295;390;395
700;295;385;395
695;295;380;395
690;295;375;395
685;295;370;395
680;295;365;395
675;295;360;395
670;295;355;395
660;295;345;395
650;295;335;395
645;295;330;395
640;295;325;395
635;295;320;395
630;295;315;395
625;295;310;395
610;295;305;395
605;290;305;395
595;280;305;395
585;270;305;395
580;265;305;395
575;260;305;395
570;255;305;395
565;250;305;395
560;245;305;395
555;240;305;395
550;235;305;395
540;225;305;395
530;215;305;395
525;210;305;395
520;205;305;395
515;200;305;395
510;195;305;395
505;190;305;395
500;185;305;395
495;180;305;395
490;175;305;395
485;170;305;395
475;160;305;395
465;150;305;395
460;145;305;395
455;140;305;395
450;135;305;395
445;130;305;395
440;125;305;395
435;120;305;395
430;115;305;395
420;105;305;395
410;95;305;395
405;85;305;395
405;80;305;395
405;75;305;390
405;70;305;385
405;65;305;380
405;60;305;375
405;55;305;370
405;50;305;365
405;40;305;355
405;30;305;345
405;25;305;340
405;20;305;335
405;15;305;330
405;10;305;325
405;5;305;320
405;0;305;315
405;0;305;310
405;5;305;305
405;10;305;300
405;20;305;290
405;30;305;280
405;35;305;275
405;40;305;270
405;45;305;265
405;50;305;260
405;55;305;255
405;60;305;250
405;65;305;245
405;75;305;235
405;85;305;225
405;90;305;220
405;95;305;215
405;100;305;210
405;105;305;205
405;110;305;200
405;115;305;195
405;120;305;190
405;125;305;185
405;130;305;180
405;140;305;170
405;150;305;160
405;155;305;155
405;160;305;150
405;165;305;145
405;170;305;140
405;175;305;135
405;180;305;130
405;185;305;125
405;195;305;115
405;205;305;105
405;215;305;95
405;220;305;90
405;225;305;85
405;230;305;80
405;235;305;75
405;240;305;70
405;245;305;65
405;250;305;60
405;260;305;50
405;270;305;40
405;275;305;35
405;280;305;30
405;285;305;25
405;290;305;20
405;295;305;15
405;295;305;10
405;295;305;5
405;295;310;0
